"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"Tennessee"	"47"	"2011"	"2011"	Suppressed	325459	Suppressed
	"1-4 years"	"1-4"	"Tennessee"	"47"	"2012"	"2012"	Suppressed	325000	Suppressed
	"1-4 years"	"1-4"	"Tennessee"	"47"	"2013"	"2013"	Suppressed	320381	Suppressed
	"1-4 years"	"1-4"	"Tennessee"	"47"	"2014"	"2014"	Suppressed	320925	Suppressed
	"1-4 years"	"1-4"	"Tennessee"	"47"	"2015"	"2015"	Suppressed	321634	Suppressed
	"1-4 years"	"1-4"	"Tennessee"	"47"	"2016"	"2016"	Suppressed	326579	Suppressed
	"1-4 years"	"1-4"	"Tennessee"	"47"	"2017"	"2017"	Suppressed	327738	Suppressed
	"1-4 years"	"1-4"	"Tennessee"	"47"	"2018"	"2018"	Suppressed	327600	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2007"	"2007"	Suppressed	1506810	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2008"	"2008"	Suppressed	1528319	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2009"	"2009"	Suppressed	1543625	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2010"	"2010"	Suppressed	1548627	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2011"	"2011"	Suppressed	1561975	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2012"	"2012"	Suppressed	1555915	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2013"	"2013"	Suppressed	1558175	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2014"	"2014"	Suppressed	1568581	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2015"	"2015"	Suppressed	1584491	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2016"	"2016"	Suppressed	1613272	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2017"	"2017"	Suppressed	1628265	Suppressed
	"1-4 years"	"1-4"	"Texas"	"48"	"2018"	"2018"	Suppressed	1633461	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2007"	"2007"	Suppressed	198689	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2008"	"2008"	Suppressed	205485	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2009"	"2009"	Suppressed	207832	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2010"	"2010"	Suppressed	211249	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2011"	"2011"	Suppressed	210995	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2012"	"2012"	Suppressed	207572	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2013"	"2013"	Suppressed	203815	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2014"	"2014"	Suppressed	201502	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2015"	"2015"	Suppressed	199882	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2016"	"2016"	Suppressed	202288	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2017"	"2017"	Suppressed	203799	Suppressed
	"1-4 years"	"1-4"	"Utah"	"49"	"2018"	"2018"	Suppressed	202844	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2007"	"2007"	Suppressed	26095	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2008"	"2008"	Suppressed	26001	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2009"	"2009"	Suppressed	25961	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2010"	"2010"	Suppressed	25984	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2011"	"2011"	Suppressed	25236	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2012"	"2012"	Suppressed	24738	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2013"	"2013"	Suppressed	24463	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2014"	"2014"	Suppressed	24394	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2015"	"2015"	Suppressed	24414	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2016"	"2016"	Suppressed	24590	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2017"	"2017"	Suppressed	24200	Suppressed
	"1-4 years"	"1-4"	"Vermont"	"50"	"2018"	"2018"	Suppressed	24049	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2007"	"2007"	Suppressed	401874	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2008"	"2008"	Suppressed	405772	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2009"	"2009"	Suppressed	408312	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2010"	"2010"	Suppressed	409547	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2011"	"2011"	Suppressed	408741	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2012"	"2012"	Suppressed	408792	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2013"	"2013"	Suppressed	409323	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2014"	"2014"	Suppressed	411771	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2015"	"2015"	Suppressed	412294	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2016"	"2016"	Suppressed	409058	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2017"	"2017"	Suppressed	410612	Suppressed
	"1-4 years"	"1-4"	"Virginia"	"51"	"2018"	"2018"	Suppressed	411663	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2007"	"2007"	Suppressed	330704	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2008"	"2008"	Suppressed	339607	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2009"	"2009"	Suppressed	347019	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2010"	"2010"	Suppressed	352641	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2011"	"2011"	Suppressed	355967	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2012"	"2012"	Suppressed	355755	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2013"	"2013"	Suppressed	356368	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2014"	"2014"	Suppressed	357908	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2015"	"2015"	Suppressed	358482	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2016"	"2016"	Suppressed	364116	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2017"	"2017"	Suppressed	367733	Suppressed
	"1-4 years"	"1-4"	"Washington"	"53"	"2018"	"2018"	Suppressed	372039	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2007"	"2007"	Suppressed	82160	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2008"	"2008"	Suppressed	82760	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2009"	"2009"	Suppressed	83513	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2010"	"2010"	Suppressed	83839	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2011"	"2011"	Suppressed	82885	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2012"	"2012"	Suppressed	82919	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2013"	"2013"	Suppressed	81877	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2014"	"2014"	Suppressed	82138	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2015"	"2015"	Suppressed	82752	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2016"	"2016"	Suppressed	81374	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2017"	"2017"	Suppressed	79526	Suppressed
	"1-4 years"	"1-4"	"West Virginia"	"54"	"2018"	"2018"	Suppressed	77386	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2007"	"2007"	Suppressed	282459	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2008"	"2008"	Suppressed	285918	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2009"	"2009"	Suppressed	287544	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2010"	"2010"	Suppressed	288997	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2011"	"2011"	Suppressed	285229	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2012"	"2012"	Suppressed	282728	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2013"	"2013"	Suppressed	277054	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2014"	"2014"	Suppressed	274488	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2015"	"2015"	Suppressed	272748	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2016"	"2016"	Suppressed	270926	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2017"	"2017"	Suppressed	270191	Suppressed
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2018"	"2018"	Suppressed	269794	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2007"	"2007"	Suppressed	28906	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2008"	"2008"	Suppressed	30207	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2009"	"2009"	Suppressed	31806	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2010"	"2010"	Suppressed	32417	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2011"	"2011"	Suppressed	32001	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2012"	"2012"	Suppressed	31142	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2013"	"2013"	Suppressed	30761	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2014"	"2014"	Suppressed	30557	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2015"	"2015"	Suppressed	30718	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2016"	"2016"	Suppressed	30739	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2017"	"2017"	Suppressed	29552	Suppressed
	"1-4 years"	"1-4"	"Wyoming"	"56"	"2018"	"2018"	Suppressed	29089	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2007"	"2007"	Suppressed	626420	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2008"	"2008"	Suppressed	626185	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2009"	"2009"	Suppressed	626936	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2010"	"2010"	Suppressed	627884	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2011"	"2011"	Suppressed	626883	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2012"	"2012"	Suppressed	627468	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2013"	"2013"	Suppressed	623912	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2014"	"2014"	Suppressed	621504	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2015"	"2015"	Suppressed	616001	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2016"	"2016"	Suppressed	609998	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2017"	"2017"	Suppressed	609744	Suppressed
	"5-14 years"	"5-14"	"Alabama"	"01"	"2018"	"2018"	Suppressed	608395	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2007"	"2007"	Suppressed	99705	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2008"	"2008"	Suppressed	99015	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2009"	"2009"	Suppressed	100917	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2010"	"2010"	Suppressed	101703	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2011"	"2011"	Suppressed	102724	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2012"	"2012"	Suppressed	101874	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2013"	"2013"	Suppressed	102486	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2014"	"2014"	Suppressed	101715	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2015"	"2015"	Suppressed	100913	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2016"	"2016"	Suppressed	103122	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2017"	"2017"	Suppressed	101535	Suppressed
	"5-14 years"	"5-14"	"Alaska"	"02"	"2018"	"2018"	Suppressed	101815	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2007"	"2007"	Suppressed	867159	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2008"	"2008"	Suppressed	882872	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2009"	"2009"	Suppressed	892961	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2010"	"2010"	Suppressed	902344	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2011"	"2011"	Suppressed	905342	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2012"	"2012"	Suppressed	911968	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2013"	"2013"	Suppressed	915807	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2014"	"2014"	Suppressed	918883	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2015"	"2015"	Suppressed	917797	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2016"	"2016"	Suppressed	913181	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2017"	"2017"	Suppressed	917062	Suppressed
	"5-14 years"	"5-14"	"Arizona"	"04"	"2018"	"2018"	Suppressed	928147	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2007"	"2007"	Suppressed	385050	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2008"	"2008"	Suppressed	387310	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2009"	"2009"	Suppressed	391046	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2010"	"2010"	Suppressed	394436	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2011"	"2011"	Suppressed	396966	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2012"	"2012"	Suppressed	399465	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2013"	"2013"	Suppressed	398408	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2014"	"2014"	Suppressed	396363	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2015"	"2015"	Suppressed	394366	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2016"	"2016"	Suppressed	394061	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2017"	"2017"	Suppressed	394301	Suppressed
	"5-14 years"	"5-14"	"Arkansas"	"05"	"2018"	"2018"	Suppressed	394070	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2007"	"2007"	Suppressed	5079709	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2008"	"2008"	Suppressed	5064377	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2009"	"2009"	Suppressed	5072098	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2010"	"2010"	Suppressed	5096769	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2011"	"2011"	Suppressed	5091201	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2012"	"2012"	Suppressed	5086457	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2013"	"2013"	Suppressed	5090555	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2014"	"2014"	Suppressed	5080275	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2015"	"2015"	Suppressed	5062372	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2016"	"2016"	Suppressed	5062101	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2017"	"2017"	Suppressed	5057132	Suppressed
	"5-14 years"	"5-14"	"California"	"06"	"2018"	"2018"	Suppressed	5036875	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2007"	"2007"	Suppressed	646294	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2008"	"2008"	Suppressed	657849	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2009"	"2009"	Suppressed	671858	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2010"	"2010"	Suppressed	681257	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2011"	"2011"	Suppressed	689082	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2012"	"2012"	Suppressed	695760	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2013"	"2013"	Suppressed	703734	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2014"	"2014"	Suppressed	708619	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2015"	"2015"	Suppressed	713648	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2016"	"2016"	Suppressed	713019	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2017"	"2017"	Suppressed	713039	Suppressed
	"5-14 years"	"5-14"	"Colorado"	"08"	"2018"	"2018"	Suppressed	713331	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2007"	"2007"	Suppressed	469665	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2008"	"2008"	Suppressed	466666	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2009"	"2009"	Suppressed	464569	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2010"	"2010"	Suppressed	462836	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2011"	"2011"	Suppressed	457091	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2012"	"2012"	Suppressed	452548	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2013"	"2013"	Suppressed	447336	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2014"	"2014"	Suppressed	439988	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2015"	"2015"	Suppressed	431519	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2016"	"2016"	Suppressed	424751	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2017"	"2017"	Suppressed	419473	Suppressed
	"5-14 years"	"5-14"	"Connecticut"	"09"	"2018"	"2018"	Suppressed	413908	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2007"	"2007"	Suppressed	111574	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2008"	"2008"	Suppressed	112155	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2009"	"2009"	Suppressed	112855	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2010"	"2010"	Suppressed	113334	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2011"	"2011"	Suppressed	113455	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2012"	"2012"	Suppressed	114131	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2013"	"2013"	Suppressed	113925	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2014"	"2014"	Suppressed	113681	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2015"	"2015"	Suppressed	113509	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2016"	"2016"	Suppressed	114069	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2017"	"2017"	Suppressed	114275	Suppressed
	"5-14 years"	"5-14"	"Delaware"	"10"	"2018"	"2018"	Suppressed	113901	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2007"	"2007"	Suppressed	53659	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2008"	"2008"	Suppressed	51633	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2009"	"2009"	Suppressed	51829	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2010"	"2010"	Suppressed	51188	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2011"	"2011"	Suppressed	52686	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2012"	"2012"	Suppressed	54413	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2013"	"2013"	Suppressed	55117	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2014"	"2014"	Suppressed	56854	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2015"	"2015"	Suppressed	59285	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2016"	"2016"	Suppressed	61818	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2017"	"2017"	Suppressed	63726	Suppressed
	"5-14 years"	"5-14"	"District of Columbia"	"11"	"2018"	"2018"	Suppressed	66195	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2007"	"2007"	Suppressed	2200781	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2008"	"2008"	Suppressed	2200668	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2009"	"2009"	Suppressed	2197069	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2010"	"2010"	Suppressed	2211102	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2011"	"2011"	Suppressed	2211436	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2012"	"2012"	Suppressed	2229160	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2013"	"2013"	Suppressed	2246056	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2014"	"2014"	Suppressed	2264186	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2015"	"2015"	Suppressed	2283483	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2016"	"2016"	Suppressed	2297199	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2017"	"2017"	Suppressed	2332768	Suppressed
	"5-14 years"	"5-14"	"Florida"	"12"	"2018"	"2018"	Suppressed	2363834	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2007"	"2007"	Suppressed	1339929	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2008"	"2008"	Suppressed	1355929	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2009"	"2009"	Suppressed	1372239	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2010"	"2010"	Suppressed	1384845	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2011"	"2011"	Suppressed	1393133	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2012"	"2012"	Suppressed	1403553	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2013"	"2013"	Suppressed	1409123	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2014"	"2014"	Suppressed	1414254	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2015"	"2015"	Suppressed	1416490	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2016"	"2016"	Suppressed	1415038	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2017"	"2017"	Suppressed	1415732	Suppressed
	"5-14 years"	"5-14"	"Georgia"	"13"	"2018"	"2018"	Suppressed	1413662	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2007"	"2007"	Suppressed	160676	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2008"	"2008"	Suppressed	160510	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2009"	"2009"	Suppressed	162976	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2010"	"2010"	Suppressed	164900	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2011"	"2011"	Suppressed	165610	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2012"	"2012"	Suppressed	165092	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2013"	"2013"	Suppressed	168420	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2014"	"2014"	Suppressed	169088	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2015"	"2015"	Suppressed	170216	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2016"	"2016"	Suppressed	168801	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2017"	"2017"	Suppressed	168790	Suppressed
	"5-14 years"	"5-14"	"Hawaii"	"15"	"2018"	"2018"	Suppressed	168823	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2007"	"2007"	Suppressed	226200	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2008"	"2008"	Suppressed	230787	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2009"	"2009"	Suppressed	235028	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2010"	"2010"	Suppressed	238150	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2011"	"2011"	Suppressed	239710	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2012"	"2012"	Suppressed	241430	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2013"	"2013"	Suppressed	244316	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2014"	"2014"	Suppressed	246239	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2015"	"2015"	Suppressed	247308	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2016"	"2016"	Suppressed	247805	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2017"	"2017"	Suppressed	251252	Suppressed
	"5-14 years"	"5-14"	"Idaho"	"16"	"2018"	"2018"	Suppressed	254001	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2007"	"2007"	Suppressed	1751586	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2008"	"2008"	Suppressed	1743894	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2009"	"2009"	Suppressed	1741288	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2010"	"2010"	Suppressed	1738853	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2011"	"2011"	Suppressed	1725369	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2012"	"2012"	Suppressed	1713823	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2013"	"2013"	Suppressed	1700815	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2014"	"2014"	Suppressed	1680377	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2015"	"2015"	Suppressed	1658608	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2016"	"2016"	Suppressed	1639905	Suppressed
	"5-14 years"	"5-14"	"Illinois"	"17"	"2017"	"2017"	Suppressed	1616751	Suppressed
