"Statistics for community hospital stays 2016 Maryland, by county or county equivalent",,,,,,,,,,
,,,,,,,,,,
"Analysis Type: Community | Setting of Care: Hospital Inpatient | Geographic Settings: State | Years: 2016 | Categorization Type: Stays Related to Mental and/or Substance Use Disorders | Outcome and Measures: Number, Costs, Days | State: Maryland | Community Level: County",,,,,,,,,,
,,,,,,,,,,
"2016 State Total, Maryland",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
,Schizophrenia and related disorders,262,252.4741503088,6.6335877863,1738,1674.809439835,10597.4340116378,2776527.71104912,26.7557814754,
,Somatic symptom disorders,14,13.490985131,5.5714285714,78,75.1640600156,9793.2565340879,137105.591477231,1.3212067829,
,Suicidal ideation or attempt,293,282.3470459561,4.8361774744,1417,1365.4804236169,6797.4264379765,1991645.9463271,19.1923327487,
,Trauma- and stressor-related disorders,284,273.6742698004,5.3028169014,1506,1451.2445433783,12120.3214793254,3442171.30012842,33.170201306,
,Miscellaneous mental disorders,132,127.2007169495,3.8106060606,503,484.7118229212,7698.6785827869,1016225.57292787,9.7927743529,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Worcester, Maryland",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,196806.824406816,3257.7827254582,5.5539570686,1093056.65356615,18093.5853960743,13301.2513589691,2617777040.59556,433.3258690423,
"Worcester, Maryland",,1504,2889.4182740337,4.9700797872,7475,14360.6393606393,12827.173957246,19292069.6316981,370.6307083628,
Age group,<1,21,4487.1794871795,5.7619047619,121,25854.7008547008,10547.7405897173,221502.552384065,473.2960521027,
,1-17,14,161.2531674729,5.4285714286,76,875.3743377102,12857.5484182921,180005.67785609,20.7332040839,
,18-44,319,2281.1784897025,4.7272727273,1508,10783.7528604119,10293.5272667761,3283635.1981016,234.8137298414,
,45-64,539,3518.7361274318,5.0463821892,2720,17756.8873221047,13873.6929226148,7477920.48528943,488.178645077,
,65-84,611,4492.6470588235,4.9918166939,3050,22426.4705882352,13304.4283438083,8129005.71806692,597.7210086814,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,676,2672.7819073225,5.1227810651,3463,13692.0765459433,12991.5915293267,8782315.87382488,347.2369078691,
,Female,828,3094.1704035874,4.845410628,4012,14992.5261584454,12692.9393211029,10509753.7578732,392.7411718189,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,755,†,5.0728476821,3830,†,13327.0391483726,10061914.5570213,†,
,Medicaid,346,†,5.5578034682,1923,†,12909.0403351001,4466527.95594464,†,
,Private insurance,320,†,4.278125,1369,†,12645.3593602812,4046514.99528999,†,
,Uninsured,24,†,3.0416666667,73,†,6780.871195702,162740.908696849,†,
,Other,55,†,4.2727272727,235,†,7850.1542973058,431758.486351817,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,50,124.3781094527,2.88,144,358.2089552239,6546.9644431268,327348.22215634,†,
,Neonatal birth hospitalization,20,52.2193211488,5.7,114,297.6501305483,10522.7037383224,210454.074766449,†,
,Nonmaternal/nonneonatal hospitalization,1434,285.0894632207,5.0327754533,7217,1434.7912524851,13078.2896337345,18754267.3347753,†,
Type of substance use disorder,Alcohol-related disorders,380,730.0391915777,5.1947368421,1974,3792.3614846692,11921.405696356,4530134.16461531,87.0309337704,
,Cannabis-related disorders,122,234.3810036118,3.9590163934,483,927.9182356105,8116.2512608487,990182.653823541,19.0229511608,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,135,259.3560285868,5.0666666667,684,1314.0705448398,11475.6137705658,1549207.85902638,29.7626961313,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,67,128.7174364097,4.4776119403,300,576.3467301929,11213.9666990808,751335.768838416,14.4343304549,
,Miscellaneous substances and addictive disorders,64,122.9539691078,3.015625,193,370.7830630908,5517.8984404438,353145.500188406,6.7844751439,
Type of mental disorder,Anxiety disorders,604,1160.378083455,5.0728476821,3064,5886.4212710367,14494.4527370457,8754649.45317562,168.1904528774,
,Bipolar disorders,145,278.5675862599,4.6896551724,680,1306.3859217705,8652.186777883,1254567.08279303,24.1021878658,
,Depressive disorders,552,1060.4779835549,5.0307971014,2777,5335.0495658188,13552.8446997759,7481170.27427634,143.7249341865,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,49,94.1366325982,4.4081632653,216,414.9696457389,6254.5755852118,306474.203675377,5.8878468392,
,Schizophrenia and related disorders,75,144.0866825482,5.8133333333,436,837.623914547,9093.4378514834,682007.838861252,13.1024329298,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,101,194.0367324983,4.702970297,475,912.5489894721,6978.7375898521,704852.496575059,13.541314389,
,Trauma- and stressor-related disorders,99,190.1944209637,4.9393939394,489,939.4451702144,9462.692818736,936806.589054867,17.9975138142,
,Miscellaneous mental disorders,37,71.0827633905,3.2432432432,120,230.5386920772,5976.3133855518,221123.595265415,4.2481287033,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Baltimore city, Maryland",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,196806.824406816,3257.7827254582,5.5539570686,1093056.65356615,18093.5853960743,13301.2513589691,2617777040.59556,433.3258690423,
"Baltimore city, Maryland",,39540,6199.5619227109,5.7907731482,228967.170280456,35900.2567127358,13692.5190841262,541402204.586351,848.8761993994,
Age group,<1,514,6219.7483059051,11.9824902724,6159,74528.07357212,16740.8032551974,8604772.87317148,1041.2358268601,
,1-17,788,606.8447155223,8.557106599,6743,5192.8349197548,17077.1579115606,13456800.4343097,103.6318303477,
,18-44,12456,4840.2703028278,5.0687355716,63136.1702804565,24534.050260338,10885.7647410404,135593085.6144,526.9004379963,
,45-64,18094,11386.3193002328,5.7315684757,103707,65261.4687558995,14418.7017691538,260891989.81107,1641.7594223842,
,65-84,7673,9198.0340445936,6.3959337938,49076,58830.0167825461,15970.9583912804,122545163.736294,1469.0141900778,
,Missing,15,†,9.7333333333,146,†,20692.807806902,310392.117103531,†,
Sex,Male,19707,6510.0407311119,6.0801831979,119822.170280456,39582.2402707666,14188.5078892911,279612924.97426,923.6776427299,
,Female,19807,5911.3021159758,5.5014388852,108967,32520.6673232458,13191.4135566145,261282328.315864,779.7843086993,
,Missing,26,†,6.8461538462,178,†,19498.1267778732,506951.296224704,†,
Payer,Medicare,14037,†,6.1766759279,86702,†,15023.637846406,210886804.450002,†,
,Medicaid,19989,†,5.7058967572,114055.170280456,†,12783.9324914603,255538026.5718,†,
,Private insurance,4140,†,5.354589372,22168,†,15147.505025545,62710670.8057563,†,
,Uninsured,927,†,3.2740021575,3035,†,4574.5179284751,4240578.11969644,†,
,Other,428,†,6.8621495327,2937,†,18405.0417208993,7877357.85654491,†,
,Missing,19,†,3.6842105263,70,†,7829.8306605475,148766.782550402,†,
Type of stay,Maternal delivery hospitalization,1452,171.165861134,2.8071625344,4076,480.4903925498,8437.3109016854,12250975.4292472,†,
,Neonatal birth hospitalization,434,50.4827265325,9.465437788,4108,477.841107363,11761.6173335014,5104541.9227396,†,
,Nonmaternal/nonneonatal hospitalization,37654,473.4684639372,5.8634718829,220783.170280456,2776.1690257577,13917.4241045935,524046687.234363,†,
Type of substance use disorder,Alcohol-related disorders,9824,1540.3261590468,5.4187703583,53234,8346.6737327666,12515.2944277706,122950252.458418,192.7763539527,
,Cannabis-related disorders,5249,823.0020367301,5.08915984,26713,4188.3889135401,10508.3742796715,55158456.593996,86.4841343489,
,Neonatal abstinence syndrome,216,33.8671061028,17.9861111111,3885,609.1375333771,24269.0181223405,5242107.91442555,8.2192141176,
,Opioid-related disorders,10308,1616.2135634624,5.4659487776,56343,8834.1405516262,12689.7453023692,130805894.576821,205.0933847457,
,Sedative-related disorders,824,129.1967380959,5.875,4841,759.0308363137,10033.6594777761,8267735.40968755,12.9631607569,
,Stimulant-related disorders,5268,825.9810877299,5.5512528474,29244,4585.2298651431,11574.6903814599,60975468.9295312,95.6047535142,
,Miscellaneous substances and addictive disorders,2220,348.0785905012,4.763963964,10576,1658.2338617752,10747.9912500486,23860540.5751079,37.4114564504,
Type of mental disorder,Anxiety disorders,11325,1775.6711880299,5.8121854305,65823,10320.5302083611,13533.7761888331,153270015.338535,240.3153644376,
,Bipolar disorders,5852,917.5477079338,5.8207450444,34063,5340.8112739833,11481.3950859123,67189124.0427588,105.3472774496,
,Depressive disorders,14955,2344.8267211467,5.550395873,83006.1702804565,13014.7165559123,13158.1889185312,196780715.276634,308.5367297807,
,"Disruptive, impulse-control, and conduct disorders",380,59.5810199957,8.6763157895,3297,516.9437445417,14682.6177604202,5579394.7489597,8.7480534237,
,Eating disorders,110,17.2471373672,12.2,1342,210.4150758796,21003.9422312593,2310433.64543852,3.6225787691,
,Obsessive-compulsive disorders,197,30.888055103,8.6243654822,1699,266.3898762439,14279.1183084421,2812986.30676309,4.4105419313,
,Personality disorders,675,105.8347065713,7.3718518519,4976,780.197777628,11107.2081509776,7497365.5019099,11.7552811549,
,Schizophrenia and related disorders,4726,740.9997381571,7.7805755396,36771,5765.4044375316,11950.5053275167,56478088.1778443,88.5532131853,
,Somatic symptom disorders,188,29.4769256821,8.2234042553,1546,242.4006760878,21003.7143502128,3948698.29784002,6.1912492695,
,Suicidal ideation or attempt,3211,503.4596189637,6.1572718779,19771,3099.9377535133,8341.1930727677,26783570.956657,41.9945388612,
,Trauma- and stressor-related disorders,2568,402.6422614447,6.9154984424,17759,2784.4719318519,12984.3142383506,33343718.9640844,52.2803364824,
,Miscellaneous mental disorders,1952,306.0582921885,4.8673155738,9501,1489.6822920505,8998.4257414561,17564927.0473223,27.5404281481,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
